Book	Smell_Word	Smell_Source	Quality	Odour_Carrier	Evoked_Odorant	Location	Perceiver	Time	Circumstances	Effect	SentenceBefore	Sentence	SentenceAfter
bl08094	aromas|aromas										Et esto se entienda con los judios que ovieren • edad de catorce annos , et non los que ovieren menor edat ; • et los estrados segun manda el Fuero de alli do fuere la - cosa fecha .	• Otrosi , mando que todo omme tenga Ja ballesta et aromas , aromas , et esté guisado segun manda nuestro Fuero .	Et manado manado que todas estas cosas sobredichas , « pie sean tenudas ; et pie dure esta postura tanto quanto Yo toviere por bien .
bl08096	acrid|acrid	substance	acrid|acrid								.	They also spit to a distance of five feet an acrid substance at the objectionable individual .	If they knock one down , they will bite as well as jump on him .
bl08096	odor						247	in the			THE GA UCHO A T HOME .	247 are stampeded by the odor , because in the old days the Indians were predatory .	They say that pampa deer kill a venomous snake by running around it and exhaling an odor from the leg glands that eventually suffocates the reptile .
bl08096	odor	pampa deer								that eventually suffocates the reptile	247 are stampeded by the odor , because in the old days the Indians were predatory .	They say that pampa deer kill a venomous snake by running around it and exhaling an odor from the leg glands that eventually suffocates the reptile .	Many people affect not to believe any of this class of gaucho stories .
bl08096	aroma	of gin|bitters|lemon|something else					the nostrils of the passenger				Standing the tube on the deck the storekeeper storekeeper pumped the plunger up and doAvn vigorously .	The aroma of gin , bitters , lemon , and something else greeted the nostrils of the passenger .	The storekeeper poured the mixture into the glass until the glass was full .
bl08096	smell		right				I				I do not think I ought to do it .	It is as if a dairy farmer , while asking full price for his butter , should say : I ' ve a realizin ' sense that the smell haint just right .	The dinged cows was eatin ' leeks afore I know ' d it , but I done my best at the churnin ' an ' I hope ye ' 11 make If a buyer is looking for a book with the odor of flowers and new - mown hay in it I do not think it is becoming to ask him to take one flavored with garlic instead .
bl08096	odor	of flowers|new - mown hay|with garlic									It is as if a dairy farmer , while asking full price for his butter , should say : I ' ve a realizin ' sense that the smell haint just right .	The dinged cows was eatin ' leeks afore I know ' d it , but I done my best at the churnin ' an ' I hope ye ' 11 make If a buyer is looking for a book with the odor of flowers and new - mown hay in it I do not think it is becoming to ask him to take one flavored with garlic instead .	Save for the matter manifestly from books and records I obtained the facts herein by observation and interviews ; and I am willing to abide by the press law that a blunder is inexcusable .
bl08096	smell	Avild currants currants|strawberries	faint		like that of a						Mayer the sale of the wool from 76 THE GOLD DIGGINGS OF CAPE HORN .	had a mucillaginous , slightly sweet taste , with a faint smell like that of a There were Avild currants currants and strawberries that tasted more like a raspberry than like its northern namesake .	There was a berry that grew on a thorny bush ( berberis ) .
bl08096	smelled	the blankets	sweet			The spare					The mud floor was neatly swept .	The spare bed had clean white sheets , and the blankets smelled sweet .	The rude table was covered with a snowy CHAPTER VI .
bl08096	odor	They	rank							that|said to be fatal to the desert snakes	is only near the forests .	They emit a rank odor from the leg glands that is said to be fatal to the desert snakes .	The gray fox flourishes everyAvhere and grows to a rather larger size than in the United States , but he is remarkable remarkable for being very short - winded .
bl08096	Reeking	perspiration									I had to say it Avould afford me great pleasure to do so .	Reeking Avith perspiration I stripped , got into night clothes , and turned down the bedding , and found both sheets and blanket moister from the humidity of the air than the shirt I had discarded .	Although not wishing to anticipate my story , I may say I never saw the bedding a Avhit drier during the nine long weeks I was on board .
bl08096	fumed|breathed|odors|breath	of a gale	vile|SAveet	in|in the|the fever|fever -|- laden|laden atmosphere		of Rio Janeiro|from the streets|off the snoAv - capped ranges of the far south	I		in|in the|the fever|fever -|- laden|laden|under torrid heats		The conduct of Jemmy Button , Admiral 260 CHAPTER XIV THE JOURNEY ALONGSHORE IT was in the month of April — and that is to say in the * fall of the year — that I started on my voyage in the Avake of the old - time explorers Magellan , Wallis , Cook , Bougainville , and the others whose names are associated Avith the Cape Horn region .	I had passed the previous summer in the fever - laden atmosphere of Rio Janeiro — had sweltered and fumed under torrid heats and breathed the odors from the streets that are too vile for description description until the thoughts of ice floes and of the SAveet breath of a gale from off the snoAv - capped ranges of the far south were like dreams of heaven .	But just where I was to go — what points in the Patagonia coast and southward I was to visit — and how I Avas to make the journey , I did not know .
bl08096	smell	of powder smoke								will set the pampa birds running away	everywhere the avowed and open enemies of innocent bird life .	These took guns to slay the ostrich , and straightway a man afoot once more became an object of terror , while the smell of powder smoke , it is said , will set the pampa birds running away when the gun is at a distance of two miles .	Further than that , a ranch owner is found here and there Avho will not permit ostrich hunting on his grounds .
bl08096	smell	its					horses				The gauchos have a weird song in which they tell of an army of these that came to attack a city , and although the men of the town fought bravely , all were routed and overwhelmed by the terrible foe .	They say that horses know an Indian camp by its smell when many leagues down the wind from it , and STA TEN ISLAND OF THE FAR SOUTH .	143 picket fence before the whole row .
bl08096	smelling|smelling		ill - smelling|smelling								12 298 THE GOLD DIGGINGS OF CAPE HORN .	content to live in a floorless mud hut , even in no shelter at all save that of a clump of the thorny brush in some wild gulch , Avhere their only companions were the horses and dogs , with an occasional visit from one like themselves themselves or a family of ill - smelling Indians .	South from Punta Arenas , through Cockburn Channel and east through the channels below Tierra del Fuego , the scenery is wholly different .
